treat;TE_base;lower_base;upper_base;TE_drop;lower_drop;upper_drop;removed_treatment;component_id;component_reference;delta_TE;abs_delta_TE;pct_shift_vs_base;estimable;ci_overlap
Exercise individual + AD;-1,4503;-2,3661;-0,5345;-1,4515;-2,3675;-0,5356;Any psychotherapy;1;Placebo;-0,0012;0,0012;0,0008;TRUE;TRUE
Interpersonal psychotherapy (IPT) individual;-0,5561;-1,1991;0,0869;-0,5569;-1,2000;0,0863;Any psychotherapy;1;Placebo;-0,0008;0,0008;0,0014;TRUE;TRUE
Interpersonal psychotherapy (IPT) individual + AD;-0,8108;-1,5611;-0,0605;-0,8115;-1,5620;-0,0611;Any psychotherapy;1;Placebo;-0,0007;0,0007;0,0009;TRUE;TRUE
Interpersonal psychotherapy (IPT) individual + placebo;-0,5149;-1,3638;0,3340;-0,5155;-1,3645;0,3336;Any psychotherapy;1;Placebo;-0,0006;0,0006;0,0011;TRUE;TRUE
Light therapy;-0,8700;-1,9121;0,1721;-0,8700;-1,9123;0,1723;Any psychotherapy;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Light therapy + AD;-1,2062;-2,0280;-0,3844;-1,2062;-2,0281;-0,3842;Any psychotherapy;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Mindfulness or meditation group;-4,2459;-6,0031;-2,4886;-4,2486;-6,0061;-2,4911;Any psychotherapy;1;Placebo;-0,0027;0,0027;0,0006;TRUE;TRUE
Mirtazapine;-0,6954;-0,9513;-0,4395;-0,6954;-0,9513;-0,4395;Any psychotherapy;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Music therapy group;-0,7770;-2,2462;0,6922;-0,7797;-2,2492;0,6897;Any psychotherapy;1;Placebo;-0,0027;0,0027;0,0035;TRUE;TRUE
No treatment;-0,1148;-0,5823;0,3527;-0,1175;-0,5852;0,3501;Any psychotherapy;1;Placebo;-0,0027;0,0027;0,0238;TRUE;TRUE
Peer support group;-1,3571;-2,6719;-0,0423;-1,3582;-2,6733;-0,0432;Any psychotherapy;1;Placebo;-0,0011;0,0011;0,0008;TRUE;TRUE
Peer support group + AD;-1,4781;-2,7913;-0,1649;-1,4792;-2,7926;-0,1657;Any psychotherapy;1;Placebo;-0,0011;0,0011;0,0007;TRUE;TRUE
Placebo;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;Any psychotherapy;1;Placebo;0,0000;0,0000;NA;TRUE;TRUE
Problem solving group;-2,9953;-4,1991;-1,7915;-3,0009;-4,2049;-1,7969;Any psychotherapy;1;Placebo;-0,0056;0,0056;0,0019;TRUE;TRUE
Problem solving individual;-0,9765;-1,6284;-0,3247;-0,9793;-1,6313;-0,3273;Any psychotherapy;1;Placebo;-0,0028;0,0028;0,0028;TRUE;TRUE
Psychoeducation group;-1,3504;-2,6595;-0,0412;-1,3531;-2,6625;-0,0437;Any psychotherapy;1;Placebo;-0,0027;0,0027;0,0020;TRUE;TRUE
Psychoeducation group + AD;-0,4584;-1,6559;0,7392;-0,4593;-1,6571;0,7385;Any psychotherapy;1;Placebo;-0,0009;0,0009;0,0020;TRUE;TRUE
Relaxation individual + AD;-0,7883;-2,0071;0,4306;-0,7884;-2,0075;0,4307;Any psychotherapy;1;Placebo;-0,0001;0,0001;0,0002;TRUE;TRUE
Relaxation individual + placebo;-0,1558;-1,3582;1,0465;-0,1560;-1,3585;1,0465;Any psychotherapy;1;Placebo;-0,0001;0,0001;0,0009;TRUE;TRUE
Self-help;-0,6497;-1,2124;-0,0870;-0,6542;-1,2170;-0,0913;Any psychotherapy;1;Placebo;-0,0045;0,0045;0,0069;TRUE;TRUE
Self-help with support;-0,6290;-1,1818;-0,0762;-0,6436;-1,1972;-0,0900;Any psychotherapy;1;Placebo;-0,0146;0,0146;0,0233;TRUE;TRUE
Sham acupuncture;-0,1507;-0,9170;0,6157;-0,1526;-0,9192;0,6139;Any psychotherapy;1;Placebo;-0,0020;0,0020;0,0132;TRUE;TRUE
Short-term psychodynamic psychotherapies individual;-0,7098;-1,3789;-0,0406;-0,8242;-1,5263;-0,1220;Any psychotherapy;1;Placebo;-0,1144;0,1144;0,1612;TRUE;TRUE
Short-term psychodynamic psychotherapies individual + AD;-0,5020;-1,6798;0,6758;-0,5029;-1,6808;0,6751;Any psychotherapy;1;Placebo;-0,0008;0,0008;0,0017;TRUE;TRUE
SNRIs;-0,7113;-0,8632;-0,5595;-0,7113;-0,8632;-0,5595;Any psychotherapy;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
SSRIs;-0,5218;-0,6325;-0,4111;-0,5217;-0,6325;-0,4110;Any psychotherapy;1;Placebo;0,0001;0,0001;0,0002;TRUE;TRUE
TAU;-0,3454;-0,8923;0,2016;-0,3467;-0,8937;0,2003;Any psychotherapy;1;Placebo;-0,0013;0,0013;0,0039;TRUE;TRUE
TCAs;-0,6273;-0,7817;-0,4729;-0,6275;-0,7819;-0,4730;Any psychotherapy;1;Placebo;-0,0001;0,0001;0,0002;TRUE;TRUE
Trazodone;-0,4002;-0,7486;-0,0517;-0,4001;-0,7486;-0,0517;Any psychotherapy;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Waitlist;0,6737;0,1761;1,1713;0,6681;0,1703;1,1660;Any psychotherapy;1;Placebo;-0,0056;0,0056;0,0083;TRUE;TRUE
Yoga group;-0,8845;-1,8640;0,0951;-0,8873;-1,8670;0,0924;Any psychotherapy;1;Placebo;-0,0029;0,0029;0,0032;TRUE;TRUE
Yoga group + AD;-1,8580;-3,3190;-0,3970;-1,8591;-3,3203;-0,3979;Any psychotherapy;1;Placebo;-0,0011;0,0011;0,0006;TRUE;TRUE
Acupuncture;-0,9163;-1,4419;-0,3906;-0,9229;-1,4476;-0,3982;Attention placebo;1;Placebo;-0,0066;0,0066;0,0072;TRUE;TRUE
Acupuncture + AD;-1,7488;-2,2550;-1,2426;-1,7497;-2,2549;-1,2445;Attention placebo;1;Placebo;-0,0009;0,0009;0,0005;TRUE;TRUE
Any AD;-0,6661;-1,1825;-0,1496;-0,6746;-1,1901;-0,1590;Attention placebo;1;Placebo;-0,0085;0,0085;0,0128;TRUE;TRUE
Any psychotherapy;0,1486;-0,9207;1,2178;0,1395;-0,9279;1,2068;Attention placebo;1;Placebo;-0,0091;0,0091;0,0614;TRUE;TRUE
Behavioural therapies individual;0,3156;-0,4066;1,0379;0,3077;-0,4133;1,0286;Attention placebo;1;Placebo;-0,0079;0,0079;0,0252;TRUE;TRUE
Behavioural therapies individual + AD;-0,7311;-1,8053;0,3431;-0,7330;-1,8054;0,3395;Attention placebo;1;Placebo;-0,0018;0,0018;0,0025;TRUE;TRUE
Cognitive and cognitive behavioural therapies group;-0,9528;-1,5432;-0,3624;-0,9714;-1,5612;-0,3817;Attention placebo;1;Placebo;-0,0186;0,0186;0,0196;TRUE;TRUE
Cognitive and cognitive behavioural therapies group + AD;-1,3304;-2,3521;-0,3087;-1,3389;-2,3586;-0,3191;Attention placebo;1;Placebo;-0,0085;0,0085;0,0064;TRUE;TRUE
Cognitive and cognitive behavioural therapies individual;-0,8540;-1,1770;-0,5311;-0,8649;-1,1875;-0,5424;Attention placebo;1;Placebo;-0,0109;0,0109;0,0128;TRUE;TRUE
Cognitive and cognitive behavioural therapies individual + AD;-1,3372;-1,8771;-0,7973;-1,3411;-1,8800;-0,8022;Attention placebo;1;Placebo;-0,0039;0,0039;0,0029;TRUE;TRUE
Cognitive and cognitive behavioural therapies individual + placebo;-1,3101;-2,1924;-0,4278;-1,3146;-2,1952;-0,4339;Attention placebo;1;Placebo;-0,0045;0,0045;0,0034;TRUE;TRUE
Counselling individual;-0,6775;-1,2871;-0,0679;-0,6429;-1,2525;-0,0334;Attention placebo;1;Placebo;0,0346;0,0346;0,0510;TRUE;TRUE
Counselling individual + AD;-0,1937;-1,5170;1,1296;-0,1980;-1,5191;1,1230;Attention placebo;1;Placebo;-0,0043;0,0043;0,0224;TRUE;TRUE
Counselling individual + placebo;0,1501;-1,6724;1,9726;0,1457;-1,6735;1,9650;Attention placebo;1;Placebo;-0,0043;0,0043;0,0289;TRUE;TRUE
Exercise group;-0,8993;-1,6153;-0,1832;-0,9037;-1,6183;-0,1890;Attention placebo;1;Placebo;-0,0044;0,0044;0,0049;TRUE;TRUE
Exercise group + AD;-3,4467;-4,6928;-2,2006;-3,4475;-4,6911;-2,2038;Attention placebo;1;Placebo;-0,0008;0,0008;0,0002;TRUE;TRUE
Exercise individual;-0,7556;-1,4550;-0,0562;-0,7604;-1,4585;-0,0623;Attention placebo;1;Placebo;-0,0047;0,0047;0,0063;TRUE;TRUE
Exercise individual + AD;-1,4503;-2,3661;-0,5345;-1,4567;-2,3710;-0,5424;Attention placebo;1;Placebo;-0,0064;0,0064;0,0044;TRUE;TRUE
Interpersonal psychotherapy (IPT) individual;-0,5561;-1,1991;0,0869;-0,5624;-1,2041;0,0793;Attention placebo;1;Placebo;-0,0064;0,0064;0,0114;TRUE;TRUE
Interpersonal psychotherapy (IPT) individual + AD;-0,8108;-1,5611;-0,0605;-0,8164;-1,5653;-0,0675;Attention placebo;1;Placebo;-0,0055;0,0055;0,0068;TRUE;TRUE
Interpersonal psychotherapy (IPT) individual + placebo;-0,5149;-1,3638;0,3340;-0,5194;-1,3667;0,3279;Attention placebo;1;Placebo;-0,0046;0,0046;0,0088;TRUE;TRUE
Light therapy;-0,8700;-1,9121;0,1721;-0,8704;-1,9104;0,1697;Attention placebo;1;Placebo;-0,0004;0,0004;0,0004;TRUE;TRUE
Light therapy + AD;-1,2062;-2,0280;-0,3844;-1,2065;-2,0268;-0,3863;Attention placebo;1;Placebo;-0,0004;0,0004;0,0003;TRUE;TRUE
Mindfulness or meditation group;-4,2459;-6,0031;-2,4886;-4,2564;-6,0118;-2,5010;Attention placebo;1;Placebo;-0,0105;0,0105;0,0025;TRUE;TRUE
Mirtazapine;-0,6954;-0,9513;-0,4395;-0,6958;-0,9511;-0,4404;Attention placebo;1;Placebo;-0,0004;0,0004;0,0005;TRUE;TRUE
Music therapy group;-0,7770;-2,2462;0,6922;-0,7875;-2,2544;0,6794;Attention placebo;1;Placebo;-0,0105;0,0105;0,0135;TRUE;TRUE
No treatment;-0,1148;-0,5823;0,3527;-0,1253;-0,5921;0,3415;Attention placebo;1;Placebo;-0,0105;0,0105;0,0916;TRUE;TRUE
Peer support group;-1,3571;-2,6719;-0,0423;-1,3657;-2,6778;-0,0535;Attention placebo;1;Placebo;-0,0085;0,0085;0,0063;TRUE;TRUE
Peer support group + AD;-1,4781;-2,7913;-0,1649;-1,4866;-2,7972;-0,1760;Attention placebo;1;Placebo;-0,0085;0,0085;0,0058;TRUE;TRUE
Placebo;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;Attention placebo;1;Placebo;0,0000;0,0000;NA;TRUE;TRUE
Problem solving group;-2,9953;-4,1991;-1,7915;-3,0250;-4,2276;-1,8224;Attention placebo;1;Placebo;-0,0297;0,0297;0,0099;TRUE;TRUE
Problem solving individual;-0,9765;-1,6284;-0,3247;-0,8095;-1,4870;-0,1319;Attention placebo;1;Placebo;0,1671;0,1671;0,1711;TRUE;TRUE
Psychoeducation group;-1,3504;-2,6595;-0,0412;-1,3609;-2,6675;-0,0543;Attention placebo;1;Placebo;-0,0105;0,0105;0,0078;TRUE;TRUE
Psychoeducation group + AD;-0,4584;-1,6559;0,7392;-0,4654;-1,6607;0,7299;Attention placebo;1;Placebo;-0,0070;0,0070;0,0153;TRUE;TRUE
Relaxation individual + AD;-0,7883;-2,0071;0,4306;-0,7889;-2,0060;0,4282;Attention placebo;1;Placebo;-0,0006;0,0006;0,0008;TRUE;TRUE
Relaxation individual + placebo;-0,1558;-1,3582;1,0465;-0,1564;-1,3569;1,0441;Attention placebo;1;Placebo;-0,0006;0,0006;0,0039;TRUE;TRUE
Self-help;-0,6497;-1,2124;-0,0870;-0,7575;-1,3323;-0,1828;Attention placebo;1;Placebo;-0,1078;0,1078;0,1659;TRUE;TRUE
Self-help with support;-0,6290;-1,1818;-0,0762;-0,6521;-1,2044;-0,0997;Attention placebo;1;Placebo;-0,0231;0,0231;0,0367;TRUE;TRUE
Sham acupuncture;-0,1507;-0,9170;0,6157;-0,1615;-0,9265;0,6035;Attention placebo;1;Placebo;-0,0108;0,0108;0,0719;TRUE;TRUE
Short-term psychodynamic psychotherapies individual;-0,7098;-1,3789;-0,0406;-0,7203;-1,3882;-0,0524;Attention placebo;1;Placebo;-0,0105;0,0105;0,0149;TRUE;TRUE
Short-term psychodynamic psychotherapies individual + AD;-0,5020;-1,6798;0,6758;-0,5085;-1,6842;0,6672;Attention placebo;1;Placebo;-0,0065;0,0065;0,0129;TRUE;TRUE
SNRIs;-0,7113;-0,8632;-0,5595;-0,7116;-0,8631;-0,5601;Attention placebo;1;Placebo;-0,0003;0,0003;0,0004;TRUE;TRUE
SSRIs;-0,5218;-0,6325;-0,4111;-0,5226;-0,6331;-0,4121;Attention placebo;1;Placebo;-0,0008;0,0008;0,0015;TRUE;TRUE
TAU;-0,3454;-0,8923;0,2016;-0,3486;-0,8944;0,1973;Attention placebo;1;Placebo;-0,0032;0,0032;0,0092;TRUE;TRUE
TCAs;-0,6273;-0,7817;-0,4729;-0,6274;-0,7814;-0,4733;Attention placebo;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Trazodone;-0,4002;-0,7486;-0,0517;-0,4006;-0,7483;-0,0529;Attention placebo;1;Placebo;-0,0004;0,0004;0,0011;TRUE;TRUE
Waitlist;0,6737;0,1761;1,1713;0,6436;0,1458;1,1414;Attention placebo;1;Placebo;-0,0301;0,0301;0,0447;TRUE;TRUE
Yoga group;-0,8845;-1,8640;0,0951;-0,8996;-1,8776;0,0784;Attention placebo;1;Placebo;-0,0151;0,0151;0,0171;TRUE;TRUE
Yoga group + AD;-1,8580;-3,3190;-0,3970;-1,8665;-3,3251;-0,4079;Attention placebo;1;Placebo;-0,0085;0,0085;0,0046;TRUE;TRUE
Acupuncture;-0,9163;-1,4419;-0,3906;-0,9053;-1,4290;-0,3817;Behavioural therapies individual;1;Placebo;0,0109;0,0109;0,0119;TRUE;TRUE
Acupuncture + AD;-1,7488;-2,2550;-1,2426;-1,7523;-2,2563;-1,2482;Behavioural therapies individual;1;Placebo;-0,0035;0,0035;0,0020;TRUE;TRUE
Any AD;-0,6661;-1,1825;-0,1496;-0,6126;-1,1285;-0,0967;Behavioural therapies individual;1;Placebo;0,0534;0,0534;0,0802;TRUE;TRUE
Any psychotherapy;0,1486;-0,9207;1,2178;-0,3622;-1,8617;1,1373;Behavioural therapies individual;1;Placebo;-0,5108;0,5108;3,4377;TRUE;TRUE
Attention placebo;0,5718;-0,4354;1,5789;0,6208;-0,3830;1,6245;Behavioural therapies individual;1;Placebo;0,0490;0,0490;0,0857;TRUE;TRUE
Behavioural therapies individual + AD;-0,7311;-1,8053;0,3431;-0,7175;-1,7881;0,3532;Behavioural therapies individual;1;Placebo;0,0137;0,0137;0,0187;TRUE;TRUE
Cognitive and cognitive behavioural therapies group;-0,9528;-1,5432;-0,3624;-0,9064;-1,4956;-0,3173;Behavioural therapies individual;1;Placebo;0,0464;0,0464;0,0487;TRUE;TRUE
Cognitive and cognitive behavioural therapies group + AD;-1,3304;-2,3521;-0,3087;-1,2769;-2,2952;-0,2585;Behavioural therapies individual;1;Placebo;0,0535;0,0535;0,0402;TRUE;TRUE
Cognitive and cognitive behavioural therapies individual;-0,8540;-1,1770;-0,5311;-0,7642;-1,0922;-0,4362;Behavioural therapies individual;1;Placebo;0,0898;0,0898;0,1051;TRUE;TRUE
Cognitive and cognitive behavioural therapies individual + AD;-1,3372;-1,8771;-0,7973;-1,2986;-1,8370;-0,7602;Behavioural therapies individual;1;Placebo;0,0386;0,0386;0,0289;TRUE;TRUE
Cognitive and cognitive behavioural therapies individual + placebo;-1,3101;-2,1924;-0,4278;-1,2677;-2,1471;-0,3883;Behavioural therapies individual;1;Placebo;0,0424;0,0424;0,0324;TRUE;TRUE
Counselling individual;-0,6775;-1,2871;-0,0679;-0,6202;-1,2286;-0,0118;Behavioural therapies individual;1;Placebo;0,0573;0,0573;0,0845;TRUE;TRUE
Counselling individual + AD;-0,1937;-1,5170;1,1296;-0,1655;-1,4843;1,1533;Behavioural therapies individual;1;Placebo;0,0282;0,0282;0,1457;TRUE;TRUE
Counselling individual + placebo;0,1501;-1,6724;1,9726;0,1783;-1,6375;1,9941;Behavioural therapies individual;1;Placebo;0,0282;0,0282;0,1880;TRUE;TRUE
Exercise group;-0,8993;-1,6153;-0,1832;-0,8699;-1,5833;-0,1565;Behavioural therapies individual;1;Placebo;0,0294;0,0294;0,0327;TRUE;TRUE
Exercise group + AD;-3,4467;-4,6928;-2,2006;-3,4499;-4,6909;-2,2089;Behavioural therapies individual;1;Placebo;-0,0032;0,0032;0,0009;TRUE;TRUE
Exercise individual;-0,7556;-1,4550;-0,0562;-0,7326;-1,4295;-0,0357;Behavioural therapies individual;1;Placebo;0,0230;0,0230;0,0305;TRUE;TRUE
Exercise individual + AD;-1,4503;-2,3661;-0,5345;-1,4158;-2,3288;-0,5028;Behavioural therapies individual;1;Placebo;0,0345;0,0345;0,0238;TRUE;TRUE
Interpersonal psychotherapy (IPT) individual;-0,5561;-1,1991;0,0869;-0,5095;-1,1507;0,1316;Behavioural therapies individual;1;Placebo;0,0465;0,0465;0,0837;TRUE;TRUE
Interpersonal psychotherapy (IPT) individual + AD;-0,8108;-1,5611;-0,0605;-0,7746;-1,5224;-0,0268;Behavioural therapies individual;1;Placebo;0,0362;0,0362;0,0447;TRUE;TRUE
Interpersonal psychotherapy (IPT) individual + placebo;-0,5149;-1,3638;0,3340;-0,4839;-1,3296;0,3619;Behavioural therapies individual;1;Placebo;0,0310;0,0310;0,0602;TRUE;TRUE
Light therapy;-0,8700;-1,9121;0,1721;-0,8713;-1,9091;0,1665;Behavioural therapies individual;1;Placebo;-0,0013;0,0013;0,0015;TRUE;TRUE
Light therapy + AD;-1,2062;-2,0280;-0,3844;-1,2068;-2,0253;-0,3883;Behavioural therapies individual;1;Placebo;-0,0006;0,0006;0,0005;TRUE;TRUE
Mindfulness or meditation group;-4,2459;-6,0031;-2,4886;-4,1976;-5,9512;-2,4440;Behavioural therapies individual;1;Placebo;0,0483;0,0483;0,0114;TRUE;TRUE
Mirtazapine;-0,6954;-0,9513;-0,4395;-0,6953;-0,9500;-0,4406;Behavioural therapies individual;1;Placebo;0,0001;0,0001;0,0001;TRUE;TRUE
Music therapy group;-0,7770;-2,2462;0,6922;-0,7287;-2,1935;0,7361;Behavioural therapies individual;1;Placebo;0,0483;0,0483;0,0621;TRUE;TRUE
No treatment;-0,1148;-0,5823;0,3527;-0,0665;-0,5336;0,4005;Behavioural therapies individual;1;Placebo;0,0483;0,0483;0,4206;TRUE;TRUE
Peer support group;-1,3571;-2,6719;-0,0423;-1,3037;-2,6135;0,0061;Behavioural therapies individual;1;Placebo;0,0534;0,0534;0,0394;TRUE;TRUE
Peer support group + AD;-1,4781;-2,7913;-0,1649;-1,4246;-2,7329;-0,1164;Behavioural therapies individual;1;Placebo;0,0534;0,0534;0,0362;TRUE;TRUE
Placebo;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;Behavioural therapies individual;1;Placebo;0,0000;0,0000;NA;TRUE;TRUE
Problem solving group;-2,9953;-4,1991;-1,7915;-2,9444;-4,1455;-1,7434;Behavioural therapies individual;1;Placebo;0,0509;0,0509;0,0170;TRUE;TRUE
Problem solving individual;-0,9765;-1,6284;-0,3247;-0,9352;-1,5850;-0,2853;Behavioural therapies individual;1;Placebo;0,0414;0,0414;0,0424;TRUE;TRUE
Psychoeducation group;-1,3504;-2,6595;-0,0412;-1,3021;-2,6062;0,0021;Behavioural therapies individual;1;Placebo;0,0483;0,0483;0,0358;TRUE;TRUE
Psychoeducation group + AD;-0,4584;-1,6559;0,7392;-0,4137;-1,6068;0,7795;Behavioural therapies individual;1;Placebo;0,0447;0,0447;0,0975;TRUE;TRUE
Relaxation individual + AD;-0,7883;-2,0071;0,4306;-0,7818;-1,9969;0,4333;Behavioural therapies individual;1;Placebo;0,0065;0,0065;0,0082;TRUE;TRUE
Relaxation individual + placebo;-0,1558;-1,3582;1,0465;-0,1494;-1,3479;1,0491;Behavioural therapies individual;1;Placebo;0,0064;0,0064;0,0413;TRUE;TRUE
Self-help;-0,6497;-1,2124;-0,0870;-0,5930;-1,1552;-0,0308;Behavioural therapies individual;1;Placebo;0,0567;0,0567;0,0873;TRUE;TRUE
Self-help with support;-0,6290;-1,1818;-0,0762;-0,5774;-1,1307;-0,0241;Behavioural therapies individual;1;Placebo;0,0516;0,0516;0,0820;TRUE;TRUE
Sham acupuncture;-0,1507;-0,9170;0,6157;-0,1330;-0,8965;0,6304;Behavioural therapies individual;1;Placebo;0,0176;0,0176;0,1171;TRUE;TRUE
Short-term psychodynamic psychotherapies individual;-0,7098;-1,3789;-0,0406;-0,7644;-1,4647;-0,0642;Behavioural therapies individual;1;Placebo;-0,0547;0,0547;0,0770;TRUE;TRUE
Short-term psychodynamic psychotherapies individual + AD;-0,5020;-1,6798;0,6758;-0,4609;-1,6346;0,7129;Behavioural therapies individual;1;Placebo;0,0411;0,0411;0,0819;TRUE;TRUE
SNRIs;-0,7113;-0,8632;-0,5595;-0,7105;-0,8616;-0,5593;Behavioural therapies individual;1;Placebo;0,0009;0,0009;0,0012;TRUE;TRUE
SSRIs;-0,5218;-0,6325;-0,4111;-0,5250;-0,6353;-0,4147;Behavioural therapies individual;1;Placebo;-0,0032;0,0032;0,0061;TRUE;TRUE
TAU;-0,3454;-0,8923;0,2016;-0,2957;-0,8416;0,2501;Behavioural therapies individual;1;Placebo;0,0496;0,0496;0,1438;TRUE;TRUE
TCAs;-0,6273;-0,7817;-0,4729;-0,6217;-0,7755;-0,4680;Behavioural therapies individual;1;Placebo;0,0056;0,0056;0,0089;TRUE;TRUE
Trazodone;-0,4002;-0,7486;-0,0517;-0,4009;-0,7477;-0,0540;Behavioural therapies individual;1;Placebo;-0,0007;0,0007;0,0018;TRUE;TRUE
Waitlist;0,6737;0,1761;1,1713;0,7238;0,2264;1,2213;Behavioural therapies individual;1;Placebo;0,0501;0,0501;0,0744;TRUE;TRUE
Yoga group;-0,8845;-1,8640;0,0951;-0,8565;-1,8328;0,1198;Behavioural therapies individual;1;Placebo;0,0280;0,0280;0,0316;TRUE;TRUE
Yoga group + AD;-1,8580;-3,3190;-0,3970;-1,8046;-3,2610;-0,3481;Behavioural therapies individual;1;Placebo;0,0534;0,0534;0,0288;TRUE;TRUE
Acupuncture;-0,9163;-1,4419;-0,3906;-0,9171;-1,4429;-0,3913;Behavioural therapies individual + AD;1;Placebo;-0,0008;0,0008;0,0009;TRUE;TRUE
Acupuncture + AD;-1,7488;-2,2550;-1,2426;-1,7491;-2,2555;-1,2427;Behavioural therapies individual + AD;1;Placebo;-0,0003;0,0003;0,0002;TRUE;TRUE
Any AD;-0,6661;-1,1825;-0,1496;-0,6814;-1,2081;-0,1548;Behavioural therapies individual + AD;1;Placebo;-0,0154;0,0154;0,0231;TRUE;TRUE
Any psychotherapy;0,1486;-0,9207;1,2178;0,1462;-0,9235;1,2158;Behavioural therapies individual + AD;1;Placebo;-0,0024;0,0024;0,0163;TRUE;TRUE
Attention placebo;0,5718;-0,4354;1,5789;0,5692;-0,4384;1,5768;Behavioural therapies individual + AD;1;Placebo;-0,0026;0,0026;0,0045;TRUE;TRUE
Behavioural therapies individual;0,3156;-0,4066;1,0379;0,3133;-0,4093;1,0360;Behavioural therapies individual + AD;1;Placebo;-0,0023;0,0023;0,0073;TRUE;TRUE
Cognitive and cognitive behavioural therapies group;-0,9528;-1,5432;-0,3624;-0,9572;-1,5485;-0,3660;Behavioural therapies individual + AD;1;Placebo;-0,0044;0,0044;0,0047;TRUE;TRUE
Cognitive and cognitive behavioural therapies group + AD;-1,3304;-2,3521;-0,3087;-1,3458;-2,3729;-0,3187;Behavioural therapies individual + AD;1;Placebo;-0,0154;0,0154;0,0116;TRUE;TRUE
Cognitive and cognitive behavioural therapies individual;-0,8540;-1,1770;-0,5311;-0,8576;-1,1815;-0,5337;Behavioural therapies individual + AD;1;Placebo;-0,0036;0,0036;0,0042;TRUE;TRUE
Cognitive and cognitive behavioural therapies individual + AD;-1,3372;-1,8771;-0,7973;-1,3402;-1,8805;-0,7998;Behavioural therapies individual + AD;1;Placebo;-0,0030;0,0030;0,0022;TRUE;TRUE
Cognitive and cognitive behavioural therapies individual + placebo;-1,3101;-2,1924;-0,4278;-1,3127;-2,1954;-0,4300;Behavioural therapies individual + AD;1;Placebo;-0,0026;0,0026;0,0020;TRUE;TRUE
Counselling individual;-0,6775;-1,2871;-0,0679;-0,6805;-1,2905;-0,0704;Behavioural therapies individual + AD;1;Placebo;-0,0030;0,0030;0,0044;TRUE;TRUE
Counselling individual + AD;-0,1937;-1,5170;1,1296;-0,3992;-2,2990;1,5006;Behavioural therapies individual + AD;1;Placebo;-0,2055;0,2055;1,0612;TRUE;TRUE
Counselling individual + placebo;0,1501;-1,6724;1,9726;-0,0555;-2,3315;2,2206;Behavioural therapies individual + AD;1;Placebo;-0,2055;0,2055;1,3695;TRUE;TRUE
Exercise group;-0,8993;-1,6153;-0,1832;-0,9015;-1,6179;-0,1851;Behavioural therapies individual + AD;1;Placebo;-0,0023;0,0023;0,0025;TRUE;TRUE
Exercise group + AD;-3,4467;-4,6928;-2,2006;-3,4470;-4,6934;-2,2005;Behavioural therapies individual + AD;1;Placebo;-0,0003;0,0003;0,0001;TRUE;TRUE
Exercise individual;-0,7556;-1,4550;-0,0562;-0,7578;-1,4575;-0,0581;Behavioural therapies individual + AD;1;Placebo;-0,0021;0,0021;0,0028;TRUE;TRUE
Exercise individual + AD;-1,4503;-2,3661;-0,5345;-1,4572;-2,3743;-0,5400;Behavioural therapies individual + AD;1;Placebo;-0,0069;0,0069;0,0047;TRUE;TRUE
Interpersonal psychotherapy (IPT) individual;-0,5561;-1,1991;0,0869;-0,5629;-1,2077;0,0819;Behavioural therapies individual + AD;1;Placebo;-0,0068;0,0068;0,0123;TRUE;TRUE
Interpersonal psychotherapy (IPT) individual + AD;-0,8108;-1,5611;-0,0605;-0,8199;-1,5728;-0,0670;Behavioural therapies individual + AD;1;Placebo;-0,0091;0,0091;0,0112;TRUE;TRUE
Interpersonal psychotherapy (IPT) individual + placebo;-0,5149;-1,3638;0,3340;-0,5216;-1,3719;0,3287;Behavioural therapies individual + AD;1;Placebo;-0,0067;0,0067;0,0131;TRUE;TRUE
Light therapy;-0,8700;-1,9121;0,1721;-0,8702;-1,9126;0,1722;Behavioural therapies individual + AD;1;Placebo;-0,0002;0,0002;0,0002;TRUE;TRUE
Light therapy + AD;-1,2062;-2,0280;-0,3844;-1,2064;-2,0284;-0,3844;Behavioural therapies individual + AD;1;Placebo;-0,0002;0,0002;0,0002;TRUE;TRUE
Mindfulness or meditation group;-4,2459;-6,0031;-2,4886;-4,2487;-6,0064;-2,4911;Behavioural therapies individual + AD;1;Placebo;-0,0029;0,0029;0,0007;TRUE;TRUE
Mirtazapine;-0,6954;-0,9513;-0,4395;-0,6956;-0,9515;-0,4396;Behavioural therapies individual + AD;1;Placebo;-0,0002;0,0002;0,0003;TRUE;TRUE
Music therapy group;-0,7770;-2,2462;0,6922;-0,7798;-2,2495;0,6898;Behavioural therapies individual + AD;1;Placebo;-0,0029;0,0029;0,0037;TRUE;TRUE
No treatment;-0,1148;-0,5823;0,3527;-0,1176;-0,5857;0,3504;Behavioural therapies individual + AD;1;Placebo;-0,0029;0,0029;0,0248;TRUE;TRUE
