treat;TE_base;lower_base;upper_base;TE_drop;lower_drop;upper_drop;removed_study;component_id;component_reference;delta_TE;abs_delta_TE;pct_shift_vs_base;estimable;ci_overlap
Any psychotherapy;0,1486;-0,9207;1,2178;0,1430;-0,9265;1,2126;Janakiramaiah 2000;1;Placebo;-0,0056;0,0056;0,0374;TRUE;TRUE
Attention placebo;0,5718;-0,4354;1,5789;0,5560;-0,4536;1,5657;Janakiramaiah 2000;1;Placebo;-0,0157;0,0157;0,0275;TRUE;TRUE
Behavioural therapies individual;0,3156;-0,4066;1,0379;0,3110;-0,4115;1,0336;Janakiramaiah 2000;1;Placebo;-0,0046;0,0046;0,0145;TRUE;TRUE
Behavioural therapies individual + AD;-0,7311;-1,8053;0,3431;-0,7317;-1,8058;0,3425;Janakiramaiah 2000;1;Placebo;-0,0005;0,0005;0,0007;TRUE;TRUE
Cognitive and cognitive behavioural therapies group;-0,9528;-1,5432;-0,3624;-0,9625;-1,5545;-0,3705;Janakiramaiah 2000;1;Placebo;-0,0097;0,0097;0,0101;TRUE;TRUE
Cognitive and cognitive behavioural therapies group + AD;-1,3304;-2,3521;-0,3087;-1,3353;-2,3572;-0,3133;Janakiramaiah 2000;1;Placebo;-0,0049;0,0049;0,0037;TRUE;TRUE
Cognitive and cognitive behavioural therapies individual;-0,8540;-1,1770;-0,5311;-0,8608;-1,1852;-0,5364;Janakiramaiah 2000;1;Placebo;-0,0068;0,0068;0,0080;TRUE;TRUE
Cognitive and cognitive behavioural therapies individual + AD;-1,3372;-1,8771;-0,7973;-1,3399;-1,8799;-0,7999;Janakiramaiah 2000;1;Placebo;-0,0027;0,0027;0,0020;TRUE;TRUE
Cognitive and cognitive behavioural therapies individual + placebo;-1,3101;-2,1924;-0,4278;-1,3128;-2,1952;-0,4305;Janakiramaiah 2000;1;Placebo;-0,0027;0,0027;0,0021;TRUE;TRUE
Counselling individual;-0,6775;-1,2871;-0,0679;-0,6875;-1,2988;-0,0763;Janakiramaiah 2000;1;Placebo;-0,0100;0,0100;0,0148;TRUE;TRUE
Counselling individual + AD;-0,1937;-1,5170;1,1296;-0,1958;-1,5191;1,1275;Janakiramaiah 2000;1;Placebo;-0,0021;0,0021;0,0111;TRUE;TRUE
Counselling individual + placebo;0,1501;-1,6724;1,9726;0,1479;-1,6746;1,9705;Janakiramaiah 2000;1;Placebo;-0,0021;0,0021;0,0143;TRUE;TRUE
Exercise group;-0,8993;-1,6153;-0,1832;-0,9031;-1,6193;-0,1869;Janakiramaiah 2000;1;Placebo;-0,0039;0,0039;0,0043;TRUE;TRUE
Exercise group + AD;-3,4467;-4,6928;-2,2006;-3,4469;-4,6930;-2,2008;Janakiramaiah 2000;1;Placebo;-0,0002;0,0002;0,0001;TRUE;TRUE
Exercise individual;-0,7556;-1,4550;-0,0562;-0,7590;-1,4585;-0,0594;Janakiramaiah 2000;1;Placebo;-0,0033;0,0033;0,0044;TRUE;TRUE
Exercise individual + AD;-1,4503;-2,3661;-0,5345;-1,4543;-2,3703;-0,5384;Janakiramaiah 2000;1;Placebo;-0,0041;0,0041;0,0028;TRUE;TRUE
Interpersonal psychotherapy (IPT) individual;-0,5561;-1,1991;0,0869;-0,5596;-1,2028;0,0836;Janakiramaiah 2000;1;Placebo;-0,0035;0,0035;0,0064;TRUE;TRUE
Interpersonal psychotherapy (IPT) individual + AD;-0,8108;-1,5611;-0,0605;-0,8139;-1,5643;-0,0634;Janakiramaiah 2000;1;Placebo;-0,0031;0,0031;0,0038;TRUE;TRUE
Interpersonal psychotherapy (IPT) individual + placebo;-0,5149;-1,3638;0,3340;-0,5169;-1,3658;0,3321;Janakiramaiah 2000;1;Placebo;-0,0020;0,0020;0,0039;TRUE;TRUE
Light therapy;-0,8700;-1,9121;0,1721;-0,8701;-1,9122;0,1720;Janakiramaiah 2000;1;Placebo;-0,0001;0,0001;0,0001;TRUE;TRUE
Light therapy + AD;-1,2062;-2,0280;-0,3844;-1,2063;-2,0281;-0,3844;Janakiramaiah 2000;1;Placebo;-0,0001;0,0001;0,0001;TRUE;TRUE
Mindfulness or meditation group;-4,2459;-6,0031;-2,4886;-4,2530;-6,0106;-2,4955;Janakiramaiah 2000;1;Placebo;-0,0072;0,0072;0,0017;TRUE;TRUE
Mirtazapine;-0,6954;-0,9513;-0,4395;-0,6952;-0,9510;-0,4393;Janakiramaiah 2000;1;Placebo;0,0002;0,0002;0,0003;TRUE;TRUE
Music therapy group;-0,7770;-2,2462;0,6922;-0,7842;-2,2537;0,6854;Janakiramaiah 2000;1;Placebo;-0,0072;0,0072;0,0092;TRUE;TRUE
No treatment;-0,1148;-0,5823;0,3527;-0,1220;-0,5906;0,3467;Janakiramaiah 2000;1;Placebo;-0,0072;0,0072;0,0624;TRUE;TRUE
Peer support group;-1,3571;-2,6719;-0,0423;-1,3620;-2,6770;-0,0470;Janakiramaiah 2000;1;Placebo;-0,0049;0,0049;0,0036;TRUE;TRUE
Peer support group + AD;-1,4781;-2,7913;-0,1649;-1,4830;-2,7964;-0,1696;Janakiramaiah 2000;1;Placebo;-0,0049;0,0049;0,0033;TRUE;TRUE
Placebo;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;Janakiramaiah 2000;1;Placebo;0,0000;0,0000;NA;TRUE;TRUE
Problem solving group;-2,9953;-4,1991;-1,7915;-3,0242;-4,2349;-1,8135;Janakiramaiah 2000;1;Placebo;-0,0288;0,0288;0,0096;TRUE;TRUE
Problem solving individual;-0,9765;-1,6284;-0,3247;-0,9890;-1,6433;-0,3348;Janakiramaiah 2000;1;Placebo;-0,0125;0,0125;0,0128;TRUE;TRUE
Psychoeducation group;-1,3504;-2,6595;-0,0412;-1,3575;-2,6671;-0,0480;Janakiramaiah 2000;1;Placebo;-0,0072;0,0072;0,0053;TRUE;TRUE
Psychoeducation group + AD;-0,4584;-1,6559;0,7392;-0,4623;-1,6601;0,7354;Janakiramaiah 2000;1;Placebo;-0,0040;0,0040;0,0087;TRUE;TRUE
Relaxation individual + AD;-0,7883;-2,0071;0,4306;-0,7880;-2,0069;0,4309;Janakiramaiah 2000;1;Placebo;0,0002;0,0002;0,0003;TRUE;TRUE
Relaxation individual + placebo;-0,1558;-1,3582;1,0465;-0,1556;-1,3579;1,0468;Janakiramaiah 2000;1;Placebo;0,0002;0,0002;0,0016;TRUE;TRUE
Self-help;-0,6497;-1,2124;-0,0870;-0,6688;-1,2380;-0,0996;Janakiramaiah 2000;1;Placebo;-0,0191;0,0191;0,0294;TRUE;TRUE
Self-help with support;-0,6290;-1,1818;-0,0762;-0,6445;-1,2017;-0,0873;Janakiramaiah 2000;1;Placebo;-0,0156;0,0156;0,0247;TRUE;TRUE
Sham acupuncture;-0,1507;-0,9170;0,6157;-0,1609;-0,9286;0,6069;Janakiramaiah 2000;1;Placebo;-0,0102;0,0102;0,0678;TRUE;TRUE
Short-term psychodynamic psychotherapies individual;-0,7098;-1,3789;-0,0406;-0,7164;-1,3862;-0,0466;Janakiramaiah 2000;1;Placebo;-0,0066;0,0066;0,0093;TRUE;TRUE
Short-term psychodynamic psychotherapies individual + AD;-0,5020;-1,6798;0,6758;-0,5056;-1,6834;0,6723;Janakiramaiah 2000;1;Placebo;-0,0036;0,0036;0,0071;TRUE;TRUE
SNRIs;-0,7113;-0,8632;-0,5595;-0,7114;-0,8632;-0,5595;Janakiramaiah 2000;1;Placebo;0,0000;0,0000;0,0001;TRUE;TRUE
SSRIs;-0,5218;-0,6325;-0,4111;-0,5220;-0,6327;-0,4112;Janakiramaiah 2000;1;Placebo;-0,0002;0,0002;0,0003;TRUE;TRUE
TAU;-0,3454;-0,8923;0,2016;-0,3506;-0,8981;0,1968;Janakiramaiah 2000;1;Placebo;-0,0053;0,0053;0,0153;TRUE;TRUE
TCAs;-0,6273;-0,7817;-0,4729;-0,6260;-0,7805;-0,4715;Janakiramaiah 2000;1;Placebo;0,0013;0,0013;0,0021;TRUE;TRUE
Trazodone;-0,4002;-0,7486;-0,0517;-0,4001;-0,7485;-0,0517;Janakiramaiah 2000;1;Placebo;0,0001;0,0001;0,0002;TRUE;TRUE
Waitlist;0,6737;0,1761;1,1713;0,6449;0,1307;1,1590;Janakiramaiah 2000;1;Placebo;-0,0288;0,0288;0,0428;TRUE;TRUE
Yoga group;-0,8845;-1,8640;0,0951;-1,1148;-2,5383;0,3087;Janakiramaiah 2000;1;Placebo;-0,2303;0,2303;0,2604;TRUE;TRUE
Yoga group + AD;-1,8580;-3,3190;-0,3970;-1,8629;-3,3240;-0,4017;Janakiramaiah 2000;1;Placebo;-0,0049;0,0049;0,0026;TRUE;TRUE
Acupuncture;-0,9163;-1,4419;-0,3906;-0,9028;-1,4234;-0,3822;Jefferson 2000;1;Placebo;0,0135;0,0135;0,0147;TRUE;TRUE
Acupuncture + AD;-1,7488;-2,2550;-1,2426;-1,7364;-2,2375;-1,2354;Jefferson 2000;1;Placebo;0,0124;0,0124;0,0071;TRUE;TRUE
Any AD;-0,6661;-1,1825;-0,1496;-0,6603;-1,1718;-0,1489;Jefferson 2000;1;Placebo;0,0057;0,0057;0,0086;TRUE;TRUE
Any psychotherapy;0,1486;-0,9207;1,2178;0,1579;-0,9014;1,2173;Jefferson 2000;1;Placebo;0,0093;0,0093;0,0629;TRUE;TRUE
Attention placebo;0,5718;-0,4354;1,5789;0,5803;-0,4169;1,5775;Jefferson 2000;1;Placebo;0,0085;0,0085;0,0149;TRUE;TRUE
Behavioural therapies individual;0,3156;-0,4066;1,0379;0,3241;-0,3912;1,0394;Jefferson 2000;1;Placebo;0,0085;0,0085;0,0268;TRUE;TRUE
Behavioural therapies individual + AD;-0,7311;-1,8053;0,3431;-0,7267;-1,7923;0,3388;Jefferson 2000;1;Placebo;0,0044;0,0044;0,0060;TRUE;TRUE
Cognitive and cognitive behavioural therapies group;-0,9528;-1,5432;-0,3624;-0,9412;-1,5261;-0,3563;Jefferson 2000;1;Placebo;0,0116;0,0116;0,0122;TRUE;TRUE
Cognitive and cognitive behavioural therapies group + AD;-1,3304;-2,3521;-0,3087;-1,3244;-2,3361;-0,3128;Jefferson 2000;1;Placebo;0,0059;0,0059;0,0045;TRUE;TRUE
Cognitive and cognitive behavioural therapies individual;-0,8540;-1,1770;-0,5311;-0,8446;-1,1645;-0,5247;Jefferson 2000;1;Placebo;0,0094;0,0094;0,0111;TRUE;TRUE
Cognitive and cognitive behavioural therapies individual + AD;-1,3372;-1,8771;-0,7973;-1,3239;-1,8586;-0,7891;Jefferson 2000;1;Placebo;0,0133;0,0133;0,0100;TRUE;TRUE
Cognitive and cognitive behavioural therapies individual + placebo;-1,3101;-2,1924;-0,4278;-1,2981;-2,1721;-0,4241;Jefferson 2000;1;Placebo;0,0120;0,0120;0,0092;TRUE;TRUE
Counselling individual;-0,6775;-1,2871;-0,0679;-0,6691;-1,2723;-0,0660;Jefferson 2000;1;Placebo;0,0083;0,0083;0,0123;TRUE;TRUE
Counselling individual + AD;-0,1937;-1,5170;1,1296;-0,1890;-1,5010;1,1230;Jefferson 2000;1;Placebo;0,0047;0,0047;0,0242;TRUE;TRUE
Counselling individual + placebo;0,1501;-1,6724;1,9726;0,1548;-1,6512;1,9607;Jefferson 2000;1;Placebo;0,0047;0,0047;0,0312;TRUE;TRUE
Exercise group;-0,8993;-1,6153;-0,1832;-0,8899;-1,5988;-0,1810;Jefferson 2000;1;Placebo;0,0093;0,0093;0,0104;TRUE;TRUE
Exercise group + AD;-3,4467;-4,6928;-2,2006;-3,4337;-4,6674;-2,1999;Jefferson 2000;1;Placebo;0,0130;0,0130;0,0038;TRUE;TRUE
Exercise individual;-0,7556;-1,4550;-0,0562;-0,7456;-1,4384;-0,0528;Jefferson 2000;1;Placebo;0,0100;0,0100;0,0132;TRUE;TRUE
Exercise individual + AD;-1,4503;-2,3661;-0,5345;-1,4405;-2,3486;-0,5324;Jefferson 2000;1;Placebo;0,0098;0,0098;0,0067;TRUE;TRUE
Interpersonal psychotherapy (IPT) individual;-0,5561;-1,1991;0,0869;-0,5497;-1,1860;0,0866;Jefferson 2000;1;Placebo;0,0064;0,0064;0,0114;TRUE;TRUE
Interpersonal psychotherapy (IPT) individual + AD;-0,8108;-1,5611;-0,0605;-0,8041;-1,5471;-0,0611;Jefferson 2000;1;Placebo;0,0067;0,0067;0,0083;TRUE;TRUE
Interpersonal psychotherapy (IPT) individual + placebo;-0,5149;-1,3638;0,3340;-0,5087;-1,3492;0,3319;Jefferson 2000;1;Placebo;0,0062;0,0062;0,0121;TRUE;TRUE
Light therapy;-0,8700;-1,9121;0,1721;-0,8632;-1,8949;0,1684;Jefferson 2000;1;Placebo;0,0068;0,0068;0,0078;TRUE;TRUE
Light therapy + AD;-1,2062;-2,0280;-0,3844;-1,1989;-2,0127;-0,3852;Jefferson 2000;1;Placebo;0,0072;0,0072;0,0060;TRUE;TRUE
Mindfulness or meditation group;-4,2459;-6,0031;-2,4886;-4,2359;-5,9833;-2,4885;Jefferson 2000;1;Placebo;0,0100;0,0100;0,0024;TRUE;TRUE
Mirtazapine;-0,6954;-0,9513;-0,4395;-0,6871;-0,9402;-0,4339;Jefferson 2000;1;Placebo;0,0083;0,0083;0,0120;TRUE;TRUE
Music therapy group;-0,7770;-2,2462;0,6922;-0,7670;-2,2244;0,6904;Jefferson 2000;1;Placebo;0,0100;0,0100;0,0129;TRUE;TRUE
No treatment;-0,1148;-0,5823;0,3527;-0,1048;-0,5678;0,3582;Jefferson 2000;1;Placebo;0,0100;0,0100;0,0870;TRUE;TRUE
Peer support group;-1,3571;-2,6719;-0,0423;-1,3514;-2,6526;-0,0502;Jefferson 2000;1;Placebo;0,0057;0,0057;0,0042;TRUE;TRUE
Peer support group + AD;-1,4781;-2,7913;-0,1649;-1,4723;-2,7720;-0,1727;Jefferson 2000;1;Placebo;0,0057;0,0057;0,0039;TRUE;TRUE
Placebo;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;Jefferson 2000;1;Placebo;0,0000;0,0000;NA;TRUE;TRUE
Problem solving group;-2,9953;-4,1991;-1,7915;-2,9866;-4,1820;-1,7913;Jefferson 2000;1;Placebo;0,0087;0,0087;0,0029;TRUE;TRUE
Problem solving individual;-0,9765;-1,6284;-0,3247;-0,9685;-1,6137;-0,3234;Jefferson 2000;1;Placebo;0,0080;0,0080;0,0082;TRUE;TRUE
Psychoeducation group;-1,3504;-2,6595;-0,0412;-1,3404;-2,6362;-0,0445;Jefferson 2000;1;Placebo;0,0100;0,0100;0,0074;TRUE;TRUE
Psychoeducation group + AD;-0,4584;-1,6559;0,7392;-0,4522;-1,6379;0,7335;Jefferson 2000;1;Placebo;0,0062;0,0062;0,0135;TRUE;TRUE
Relaxation individual + AD;-0,7883;-2,0071;0,4306;-0,7841;-1,9937;0,4256;Jefferson 2000;1;Placebo;0,0042;0,0042;0,0053;TRUE;TRUE
Relaxation individual + placebo;-0,1558;-1,3582;1,0465;-0,1516;-1,3446;1,0413;Jefferson 2000;1;Placebo;0,0042;0,0042;0,0269;TRUE;TRUE
Self-help;-0,6497;-1,2124;-0,0870;-0,6414;-1,1986;-0,0842;Jefferson 2000;1;Placebo;0,0083;0,0083;0,0128;TRUE;TRUE
Self-help with support;-0,6290;-1,1818;-0,0762;-0,6203;-1,1678;-0,0728;Jefferson 2000;1;Placebo;0,0087;0,0087;0,0138;TRUE;TRUE
Sham acupuncture;-0,1507;-0,9170;0,6157;-0,1389;-0,8979;0,6201;Jefferson 2000;1;Placebo;0,0117;0,0117;0,0778;TRUE;TRUE
Short-term psychodynamic psychotherapies individual;-0,7098;-1,3789;-0,0406;-0,7002;-1,3624;-0,0379;Jefferson 2000;1;Placebo;0,0096;0,0096;0,0135;TRUE;TRUE
Short-term psychodynamic psychotherapies individual + AD;-0,5020;-1,6798;0,6758;-0,4968;-1,6639;0,6702;Jefferson 2000;1;Placebo;0,0052;0,0052;0,0103;TRUE;TRUE
SNRIs;-0,7113;-0,8632;-0,5595;-0,7031;-0,8534;-0,5528;Jefferson 2000;1;Placebo;0,0082;0,0082;0,0116;TRUE;TRUE
SSRIs;-0,5218;-0,6325;-0,4111;-0,5088;-0,6188;-0,3988;Jefferson 2000;1;Placebo;0,0130;0,0130;0,0250;TRUE;TRUE
TAU;-0,3454;-0,8923;0,2016;-0,3359;-0,8774;0,2056;Jefferson 2000;1;Placebo;0,0095;0,0095;0,0274;TRUE;TRUE
TCAs;-0,6273;-0,7817;-0,4729;-0,6191;-0,7720;-0,4662;Jefferson 2000;1;Placebo;0,0082;0,0082;0,0131;TRUE;TRUE
Trazodone;-0,4002;-0,7486;-0,0517;-0,3911;-0,7358;-0,0464;Jefferson 2000;1;Placebo;0,0091;0,0091;0,0227;TRUE;TRUE
Waitlist;0,6737;0,1761;1,1713;0,6805;0,1875;1,1735;Jefferson 2000;1;Placebo;0,0068;0,0068;0,0101;TRUE;TRUE
Yoga group;-0,8845;-1,8640;0,0951;-0,8770;-1,8480;0,0941;Jefferson 2000;1;Placebo;0,0075;0,0075;0,0085;TRUE;TRUE
Yoga group + AD;-1,8580;-3,3190;-0,3970;-1,8523;-3,3010;-0,4035;Jefferson 2000;1;Placebo;0,0057;0,0057;0,0031;TRUE;TRUE
Acupuncture;-0,9163;-1,4419;-0,3906;-0,9885;-1,5655;-0,4115;Jiahui 2006;1;Placebo;-0,0722;0,0722;0,0788;TRUE;TRUE
Acupuncture + AD;-1,7488;-2,2550;-1,2426;-1,7484;-2,2550;-1,2418;Jiahui 2006;1;Placebo;0,0004;0,0004;0,0003;TRUE;TRUE
Any AD;-0,6661;-1,1825;-0,1496;-0,6687;-1,1856;-0,1518;Jiahui 2006;1;Placebo;-0,0026;0,0026;0,0040;TRUE;TRUE
Any psychotherapy;0,1486;-0,9207;1,2178;0,1458;-0,9242;1,2158;Jiahui 2006;1;Placebo;-0,0028;0,0028;0,0186;TRUE;TRUE
Attention placebo;0,5718;-0,4354;1,5789;0,5637;-0,4445;1,5719;Jiahui 2006;1;Placebo;-0,0081;0,0081;0,0141;TRUE;TRUE
Behavioural therapies individual;0,3156;-0,4066;1,0379;0,3134;-0,4094;1,0362;Jiahui 2006;1;Placebo;-0,0022;0,0022;0,0070;TRUE;TRUE
Behavioural therapies individual + AD;-0,7311;-1,8053;0,3431;-0,7321;-1,8068;0,3427;Jiahui 2006;1;Placebo;-0,0010;0,0010;0,0013;TRUE;TRUE
Cognitive and cognitive behavioural therapies group;-0,9528;-1,5432;-0,3624;-0,9578;-1,5488;-0,3668;Jiahui 2006;1;Placebo;-0,0050;0,0050;0,0053;TRUE;TRUE
Cognitive and cognitive behavioural therapies group + AD;-1,3304;-2,3521;-0,3087;-1,3330;-2,3555;-0,3106;Jiahui 2006;1;Placebo;-0,0026;0,0026;0,0020;TRUE;TRUE
Cognitive and cognitive behavioural therapies individual;-0,8540;-1,1770;-0,5311;-0,8578;-1,1812;-0,5344;Jiahui 2006;1;Placebo;-0,0038;0,0038;0,0044;TRUE;TRUE
Cognitive and cognitive behavioural therapies individual + AD;-1,3372;-1,8771;-0,7973;-1,3392;-1,8795;-0,7989;Jiahui 2006;1;Placebo;-0,0020;0,0020;0,0015;TRUE;TRUE
Cognitive and cognitive behavioural therapies individual + placebo;-1,3101;-2,1924;-0,4278;-1,3123;-2,1952;-0,4294;Jiahui 2006;1;Placebo;-0,0022;0,0022;0,0017;TRUE;TRUE
Counselling individual;-0,6775;-1,2871;-0,0679;-0,6827;-1,2930;-0,0725;Jiahui 2006;1;Placebo;-0,0052;0,0052;0,0077;TRUE;TRUE
Counselling individual + AD;-0,1937;-1,5170;1,1296;-0,1953;-1,5193;1,1288;Jiahui 2006;1;Placebo;-0,0016;0,0016;0,0081;TRUE;TRUE
Counselling individual + placebo;0,1501;-1,6724;1,9726;0,1485;-1,6751;1,9721;Jiahui 2006;1;Placebo;-0,0016;0,0016;0,0104;TRUE;TRUE
Exercise group;-0,8993;-1,6153;-0,1832;-0,9013;-1,6178;-0,1847;Jiahui 2006;1;Placebo;-0,0020;0,0020;0,0022;TRUE;TRUE
Exercise group + AD;-3,4467;-4,6928;-2,2006;-3,4463;-4,6932;-2,1994;Jiahui 2006;1;Placebo;0,0004;0,0004;0,0001;TRUE;TRUE
Exercise individual;-0,7556;-1,4550;-0,0562;-0,7573;-1,4571;-0,0574;Jiahui 2006;1;Placebo;-0,0016;0,0016;0,0022;TRUE;TRUE
Exercise individual + AD;-1,4503;-2,3661;-0,5345;-1,4523;-2,3687;-0,5360;Jiahui 2006;1;Placebo;-0,0021;0,0021;0,0014;TRUE;TRUE
Interpersonal psychotherapy (IPT) individual;-0,5561;-1,1991;0,0869;-0,5583;-1,2018;0,0852;Jiahui 2006;1;Placebo;-0,0022;0,0022;0,0040;TRUE;TRUE
Interpersonal psychotherapy (IPT) individual + AD;-0,8108;-1,5611;-0,0605;-0,8126;-1,5635;-0,0618;Jiahui 2006;1;Placebo;-0,0018;0,0018;0,0022;TRUE;TRUE
Interpersonal psychotherapy (IPT) individual + placebo;-0,5149;-1,3638;0,3340;-0,5166;-1,3661;0,3329;Jiahui 2006;1;Placebo;-0,0018;0,0018;0,0034;TRUE;TRUE
Light therapy;-0,8700;-1,9121;0,1721;-0,8698;-1,9126;0,1730;Jiahui 2006;1;Placebo;0,0002;0,0002;0,0002;TRUE;TRUE
Light therapy + AD;-1,2062;-2,0280;-0,3844;-1,2061;-2,0285;-0,3837;Jiahui 2006;1;Placebo;0,0001;0,0001;0,0001;TRUE;TRUE
Mindfulness or meditation group;-4,2459;-6,0031;-2,4886;-4,2495;-6,0075;-2,4916;Jiahui 2006;1;Placebo;-0,0037;0,0037;0,0009;TRUE;TRUE
Mirtazapine;-0,6954;-0,9513;-0,4395;-0,6955;-0,9515;-0,4394;Jiahui 2006;1;Placebo;-0,0001;0,0001;0,0001;TRUE;TRUE
Music therapy group;-0,7770;-2,2462;0,6922;-0,7807;-2,2507;0,6894;Jiahui 2006;1;Placebo;-0,0037;0,0037;0,0047;TRUE;TRUE
No treatment;-0,1148;-0,5823;0,3527;-0,1185;-0,5865;0,3495;Jiahui 2006;1;Placebo;-0,0037;0,0037;0,0319;TRUE;TRUE
Peer support group;-1,3571;-2,6719;-0,0423;-1,3598;-2,6755;-0,0440;Jiahui 2006;1;Placebo;-0,0026;0,0026;0,0019;TRUE;TRUE
Peer support group + AD;-1,4781;-2,7913;-0,1649;-1,4807;-2,7949;-0,1666;Jiahui 2006;1;Placebo;-0,0026;0,0026;0,0018;TRUE;TRUE
Placebo;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;Jiahui 2006;1;Placebo;0,0000;0,0000;NA;TRUE;TRUE
Problem solving group;-2,9953;-4,1991;-1,7915;-3,0096;-4,2149;-1,8044;Jiahui 2006;1;Placebo;-0,0143;0,0143;0,0048;TRUE;TRUE
Problem solving individual;-0,9765;-1,6284;-0,3247;-0,9831;-1,6358;-0,3305;Jiahui 2006;1;Placebo;-0,0066;0,0066;0,0068;TRUE;TRUE
Psychoeducation group;-1,3504;-2,6595;-0,0412;-1,3540;-2,6641;-0,0439;Jiahui 2006;1;Placebo;-0,0037;0,0037;0,0027;TRUE;TRUE
Psychoeducation group + AD;-0,4584;-1,6559;0,7392;-0,4606;-1,6590;0,7378;Jiahui 2006;1;Placebo;-0,0022;0,0022;0,0048;TRUE;TRUE
Relaxation individual + AD;-0,7883;-2,0071;0,4306;-0,7889;-2,0084;0,4306;Jiahui 2006;1;Placebo;-0,0007;0,0007;0,0009;TRUE;TRUE
Relaxation individual + placebo;-0,1558;-1,3582;1,0465;-0,1565;-1,3595;1,0465;Jiahui 2006;1;Placebo;-0,0007;0,0007;0,0043;TRUE;TRUE
Self-help;-0,6497;-1,2124;-0,0870;-0,6593;-1,2232;-0,0953;Jiahui 2006;1;Placebo;-0,0096;0,0096;0,0147;TRUE;TRUE
Self-help with support;-0,6290;-1,1818;-0,0762;-0,6368;-1,1906;-0,0830;Jiahui 2006;1;Placebo;-0,0078;0,0078;0,0125;TRUE;TRUE
Sham acupuncture;-0,1507;-0,9170;0,6157;-0,2126;-1,0060;0,5809;Jiahui 2006;1;Placebo;-0,0619;0,0619;0,4110;TRUE;TRUE
Short-term psychodynamic psychotherapies individual;-0,7098;-1,3789;-0,0406;-0,7131;-1,3828;-0,0434;Jiahui 2006;1;Placebo;-0,0033;0,0033;0,0047;TRUE;TRUE
Short-term psychodynamic psychotherapies individual + AD;-0,5020;-1,6798;0,6758;-0,5041;-1,6826;0,6744;Jiahui 2006;1;Placebo;-0,0021;0,0021;0,0042;TRUE;TRUE
SNRIs;-0,7113;-0,8632;-0,5595;-0,7114;-0,8634;-0,5594;Jiahui 2006;1;Placebo;-0,0001;0,0001;0,0001;TRUE;TRUE
SSRIs;-0,5218;-0,6325;-0,4111;-0,5214;-0,6322;-0,4106;Jiahui 2006;1;Placebo;0,0004;0,0004;0,0008;TRUE;TRUE
TAU;-0,3454;-0,8923;0,2016;-0,3484;-0,8958;0,1990;Jiahui 2006;1;Placebo;-0,0030;0,0030;0,0087;TRUE;TRUE
TCAs;-0,6273;-0,7817;-0,4729;-0,6284;-0,7830;-0,4738;Jiahui 2006;1;Placebo;-0,0011;0,0011;0,0017;TRUE;TRUE
Trazodone;-0,4002;-0,7486;-0,0517;-0,4001;-0,7488;-0,0514;Jiahui 2006;1;Placebo;0,0000;0,0000;0,0001;TRUE;TRUE
Waitlist;0,6737;0,1761;1,1713;0,6595;0,1594;1,1597;Jiahui 2006;1;Placebo;-0,0142;0,0142;0,0211;TRUE;TRUE
Yoga group;-0,8845;-1,8640;0,0951;-0,8921;-1,8725;0,0883;Jiahui 2006;1;Placebo;-0,0076;0,0076;0,0086;TRUE;TRUE
Yoga group + AD;-1,8580;-3,3190;-0,3970;-1,8606;-3,3224;-0,3988;Jiahui 2006;1;Placebo;-0,0026;0,0026;0,0014;TRUE;TRUE
Acupuncture;-0,9163;-1,4419;-0,3906;-0,9145;-1,4405;-0,3886;Judd 2001;1;Placebo;0,0017;0,0017;0,0019;TRUE;TRUE
Acupuncture + AD;-1,7488;-2,2550;-1,2426;-1,7486;-2,2550;-1,2421;Judd 2001;1;Placebo;0,0002;0,0002;0,0001;TRUE;TRUE
Any AD;-0,6661;-1,1825;-0,1496;-0,6316;-1,1660;-0,0971;Judd 2001;1;Placebo;0,0345;0,0345;0,0518;TRUE;TRUE
Any psychotherapy;0,1486;-0,9207;1,2178;0,1546;-0,9154;1,2247;Judd 2001;1;Placebo;0,0061;0,0061;0,0409;TRUE;TRUE
Attention placebo;0,5718;-0,4354;1,5789;0,5782;-0,4298;1,5861;Judd 2001;1;Placebo;0,0064;0,0064;0,0112;TRUE;TRUE
Behavioural therapies individual;0,3156;-0,4066;1,0379;0,3215;-0,4015;1,0445;Judd 2001;1;Placebo;0,0059;0,0059;0,0186;TRUE;TRUE
Behavioural therapies individual + AD;-0,7311;-1,8053;0,3431;-0,7232;-1,7982;0,3519;Judd 2001;1;Placebo;0,0079;0,0079;0,0108;TRUE;TRUE
Cognitive and cognitive behavioural therapies group;-0,9528;-1,5432;-0,3624;-0,9427;-1,5348;-0,3507;Judd 2001;1;Placebo;0,0101;0,0101;0,0106;TRUE;TRUE
Cognitive and cognitive behavioural therapies group + AD;-1,3304;-2,3521;-0,3087;-1,2959;-2,3272;-0,2647;Judd 2001;1;Placebo;0,0345;0,0345;0,0259;TRUE;TRUE
Cognitive and cognitive behavioural therapies individual;-0,8540;-1,1770;-0,5311;-0,8450;-1,1701;-0,5199;Judd 2001;1;Placebo;0,0091;0,0091;0,0106;TRUE;TRUE
Cognitive and cognitive behavioural therapies individual + AD;-1,3372;-1,8771;-0,7973;-1,3304;-1,8712;-0,7895;Judd 2001;1;Placebo;0,0068;0,0068;0,0051;TRUE;TRUE
